date, value
13/03/1989,280.75
14/03/1989,282
15/03/1989,282.25
16/03/1989,282.5
17/03/1989,282.25
20/03/1989,283.75
21/03/1989,280.25
22/03/1989,279.25
23/03/1989,277.75
27/03/1989,271.5
28/03/1989,273.75
29/03/1989,273.25
30/03/1989,265
31/03/1989,268.5
03/04/1989,259
04/04/1989,262
05/04/1989,264
06/04/1989,265.5
07/04/1989,266
10/04/1989,266.5
11/04/1989,265.5
12/04/1989,267.75
13/04/1989,268.75
14/04/1989,270.75
17/04/1989,276.75
18/04/1989,275.5
19/04/1989,273
20/04/1989,272.75
21/04/1989,275.25
24/04/1989,269
25/04/1989,264.6
26/04/1989,266.85
27/04/1989,269.95
28/04/1989,270.25
01/05/1989,274.75
02/05/1989,274
03/05/1989,275.5
04/05/1989,274
05/05/1989,277
08/05/1989,275.25
09/05/1989,274
10/05/1989,275
11/05/1989,272.5
12/05/1989,274.5
15/05/1989,276
16/05/1989,271.5
17/05/1989,270.5
18/05/1989,271.75
19/05/1989,271.75
22/05/1989,266
23/05/1989,265
24/05/1989,262
25/05/1989,264.75
26/05/1989,264.25
30/05/1989,261.75
31/05/1989,260.75
01/06/1989,260
02/06/1989,262.25
05/06/1989,264.75
06/06/1989,261.25
07/06/1989,257.25
08/06/1989,253.25
09/06/1989,251.75
12/06/1989,249.5
13/06/1989,252.5
14/06/1989,256.75
15/06/1989,259.25
16/06/1989,262.75
19/06/1989,272.25
20/06/1989,266.75
21/06/1989,265.5
22/06/1989,262.25
23/06/1989,262
26/06/1989,257.75
27/06/1989,259.8
28/06/1989,259.15
29/06/1989,256.4
30/06/1989,257.75
03/07/1989,262.75
05/07/1989,272.75
06/07/1989,271.25
07/07/1989,266.5
10/07/1989,254.5
11/07/1989,249.75
12/07/1989,248.5
13/07/1989,249
14/07/1989,252.25
17/07/1989,242.25
18/07/1989,238.25
19/07/1989,242
20/07/1989,240
21/07/1989,239.5
24/07/1989,230.75
25/07/1989,228.75
26/07/1989,229.5
27/07/1989,232.5
28/07/1989,229
31/07/1989,222.5
01/08/1989,222.5
02/08/1989,221.5
03/08/1989,217.25
04/08/1989,219.5
07/08/1989,224.75
08/08/1989,224.25
09/08/1989,223
10/08/1989,225
11/08/1989,234
14/08/1989,227.75
15/08/1989,234.25
16/08/1989,235
17/08/1989,235.75
18/08/1989,234.75
21/08/1989,234.75
22/08/1989,238.25
23/08/1989,236
24/08/1989,234.25
25/08/1989,232.75
28/08/1989,232.5
29/08/1989,232.7
30/08/1989,232.95
31/08/1989,236.3
01/09/1989,234.25
05/09/1989,233.25
06/09/1989,237.75
07/09/1989,238
08/09/1989,239.25
11/09/1989,238.25
12/09/1989,235
13/09/1989,229.5
14/09/1989,232
15/09/1989,230.25
18/09/1989,228
19/09/1989,227.25
20/09/1989,228.5
21/09/1989,231.5
22/09/1989,230
25/09/1989,230.5
26/09/1989,229.75
27/09/1989,228.75
28/09/1989,233.75
29/09/1989,233
02/10/1989,241.5
03/10/1989,240.5
04/10/1989,239
05/10/1989,243.25
06/10/1989,238.75
09/10/1989,235
10/10/1989,233.25
11/10/1989,235
12/10/1989,235.25
13/10/1989,234
16/10/1989,236.25
17/10/1989,238.75
18/10/1989,238.25
19/10/1989,244
20/10/1989,241.5
23/10/1989,241.25
24/10/1989,240
25/10/1989,242.25
26/10/1989,244.75
27/10/1989,241.75
30/10/1989,241
31/10/1989,237.5
01/11/1989,237.5
02/11/1989,240.5
03/11/1989,240
06/11/1989,238.25
07/11/1989,238
08/11/1989,238
09/11/1989,236.5
10/11/1989,238
13/11/1989,238.25
14/11/1989,240
15/11/1989,239.75
16/11/1989,240.25
17/11/1989,240
20/11/1989,237.25
21/11/1989,238
22/11/1989,238.5
24/11/1989,238
27/11/1989,234.1
28/11/1989,236.05
29/11/1989,237.6
30/11/1989,241.05
01/12/1989,238.5
04/12/1989,237.25
05/12/1989,239.25
06/12/1989,241
07/12/1989,241
08/12/1989,240.75
11/12/1989,240
12/12/1989,239.75
13/12/1989,241
14/12/1989,241
15/12/1989,240.75
18/12/1989,239.25
19/12/1989,238.75
20/12/1989,238.5
21/12/1989,238.75
22/12/1989,239
26/12/1989,238.5
27/12/1989,239
28/12/1989,240
29/12/1989,239.75
02/01/1990,237.75
03/01/1990,238.5
04/01/1990,238.25
05/01/1990,237.75
08/01/1990,239
09/01/1990,238.75
10/01/1990,238
11/01/1990,238.5
12/01/1990,242.25
15/01/1990,243.75
16/01/1990,242.5
17/01/1990,241.5
18/01/1990,242
19/01/1990,241.75
22/01/1990,240.5
23/01/1990,241
24/01/1990,240.75
25/01/1990,239.25
26/01/1990,238.25
29/01/1990,239.5
30/01/1990,238.5
31/01/1990,238.25
01/02/1990,237.5
02/02/1990,236.75
05/02/1990,236.5
06/02/1990,237.75
07/02/1990,239.25
08/02/1990,239
09/02/1990,239.5
12/02/1990,242
13/02/1990,241.75
14/02/1990,243
15/02/1990,242.75
16/02/1990,241.25
20/02/1990,241.5
21/02/1990,243
22/02/1990,245
23/02/1990,247.25
26/02/1990,248.8
27/02/1990,248.9
28/02/1990,252
01/03/1990,252.75
02/03/1990,252.5
05/03/1990,252
06/03/1990,251
07/03/1990,249.25
08/03/1990,249.5
09/03/1990,250.5
12/03/1990,253.75
13/03/1990,251.5
14/03/1990,250.75
15/03/1990,253.25
16/03/1990,253.75
19/03/1990,257
20/03/1990,259.25
21/03/1990,257.25
22/03/1990,258.75
23/03/1990,258.5
26/03/1990,260.75
27/03/1990,261.25
28/03/1990,259.25
29/03/1990,260
30/03/1990,261.25
02/04/1990,263.5
03/04/1990,266.5
04/04/1990,268.25
05/04/1990,270.25
06/04/1990,269.25
09/04/1990,269.5
10/04/1990,272.75
11/04/1990,271.25
12/04/1990,269.5
16/04/1990,272.25
17/04/1990,274
18/04/1990,273.75
19/04/1990,277
20/04/1990,277.25
23/04/1990,278
24/04/1990,276
25/04/1990,279.05
26/04/1990,281.65
27/04/1990,281.65
30/04/1990,282.65
01/05/1990,284.75
02/05/1990,289
03/05/1990,287
04/05/1990,288.25
07/05/1990,291.25
08/05/1990,289.5
09/05/1990,290.75
10/05/1990,291.75
11/05/1990,290
14/05/1990,290.75
15/05/1990,284.75
16/05/1990,282.25
17/05/1990,284.75
18/05/1990,282.25
21/05/1990,277
22/05/1990,274.75
23/05/1990,276.25
24/05/1990,280.5
25/05/1990,284
29/05/1990,284.25
30/05/1990,279.5
31/05/1990,278
01/06/1990,275.75
04/06/1990,273.75
05/06/1990,278.25
06/06/1990,279.75
07/06/1990,285.5
08/06/1990,284.75
11/06/1990,289.75
12/06/1990,292.25
13/06/1990,290.25
14/06/1990,287
15/06/1990,283
18/06/1990,286.5
19/06/1990,286.5
20/06/1990,285.25
21/06/1990,285
22/06/1990,282
25/06/1990,287
26/06/1990,285.35
27/06/1990,286
28/06/1990,291.65
29/06/1990,290.7
02/07/1990,290.25
03/07/1990,290.25
05/07/1990,281.25
06/07/1990,273
09/07/1990,274.5
10/07/1990,276
11/07/1990,272.75
12/07/1990,269.75
13/07/1990,270.75
16/07/1990,265.5
17/07/1990,263.25
18/07/1990,261.75
19/07/1990,260.75
20/07/1990,259.25
23/07/1990,264
24/07/1990,261.5
25/07/1990,260.75
26/07/1990,263.5
27/07/1990,262.5
30/07/1990,261
31/07/1990,260.25
01/08/1990,255.5
02/08/1990,252.75
03/08/1990,249.5
06/08/1990,254.25
07/08/1990,254
08/08/1990,252.25
09/08/1990,250.25
10/08/1990,250.25
13/08/1990,245.25
14/08/1990,245.5
15/08/1990,247.5
16/08/1990,249
17/08/1990,250.75
20/08/1990,252.25
21/08/1990,251.75
22/08/1990,253.75
23/08/1990,259
24/08/1990,257.75
27/08/1990,252
28/08/1990,251.65
29/08/1990,245.1
30/08/1990,238.2
31/08/1990,235.25
04/09/1990,234.25
05/09/1990,236
06/09/1990,237.75
07/09/1990,234
10/09/1990,234.25
11/09/1990,236
12/09/1990,234.25
13/09/1990,225.75
14/09/1990,224
17/09/1990,225.5
18/09/1990,226
19/09/1990,222.25
20/09/1990,223.75
21/09/1990,225.75
24/09/1990,228.75
25/09/1990,227.75
26/09/1990,228.25
27/09/1990,227.5
28/09/1990,228
01/10/1990,223
02/10/1990,225.25
03/10/1990,229
04/10/1990,230.75
05/10/1990,228.75
08/10/1990,234
09/10/1990,234.25
10/10/1990,235.5
11/10/1990,232.75
12/10/1990,230.25
15/10/1990,228
16/10/1990,226.75
17/10/1990,228.75
18/10/1990,228
19/10/1990,228.25
22/10/1990,230.25
23/10/1990,231.75
24/10/1990,233
25/10/1990,230.5
26/10/1990,227.75
29/10/1990,228.5
30/10/1990,231
31/10/1990,229.25
01/11/1990,229.75
02/11/1990,230.25
05/11/1990,230.75
06/11/1990,230.25
07/11/1990,230.25
08/11/1990,233
09/11/1990,231
12/11/1990,230.75
13/11/1990,230.25
14/11/1990,224
15/11/1990,222
16/11/1990,225
19/11/1990,227.5
20/11/1990,221.75
21/11/1990,220.5
23/11/1990,222.5
26/11/1990,218.75
27/11/1990,220.6
28/11/1990,225.5
29/11/1990,232.2
30/11/1990,235.75
03/12/1990,238.75
04/12/1990,237.75
05/12/1990,236.75
06/12/1990,237.25
07/12/1990,237
10/12/1990,238
11/12/1990,238.75
12/12/1990,239.25
13/12/1990,235.25
14/12/1990,236.5
17/12/1990,239.25
18/12/1990,238
19/12/1990,235.25
20/12/1990,234.5
21/12/1990,234
24/12/1990,233.25
26/12/1990,235
27/12/1990,233
28/12/1990,232.75
31/12/1990,231.75
02/01/1991,231.75
03/01/1991,232.25
04/01/1991,233.75
07/01/1991,235.5
08/01/1991,232.75
09/01/1991,231.75
10/01/1991,232.5
11/01/1991,230.75
14/01/1991,233.5
15/01/1991,234.75
16/01/1991,238.75
17/01/1991,240.25
18/01/1991,240.25
21/01/1991,240
22/01/1991,239.25
23/01/1991,238.5
24/01/1991,239.75
25/01/1991,242.5
28/01/1991,244.25
29/01/1991,245
30/01/1991,243.5
31/01/1991,244.25
01/02/1991,244
04/02/1991,244.75
05/02/1991,243.25
06/02/1991,241.75
07/02/1991,239.25
08/02/1991,240.25
11/02/1991,241.25
12/02/1991,238
13/02/1991,239.25
14/02/1991,238.75
15/02/1991,239.5
19/02/1991,239.75
20/02/1991,239
21/02/1991,238.75
22/02/1991,238.25
25/02/1991,241.3
26/02/1991,244.2
27/02/1991,245.45
28/02/1991,249.05
01/03/1991,254.75
04/03/1991,256
05/03/1991,256.5
06/03/1991,256
07/03/1991,255.5
08/03/1991,257
11/03/1991,254.5
12/03/1991,258.25
13/03/1991,258.5
14/03/1991,256.75
15/03/1991,249.75
18/03/1991,249
19/03/1991,251.5
20/03/1991,251.75
21/03/1991,252.75
22/03/1991,253.75
25/03/1991,253
26/03/1991,250.25
27/03/1991,251
28/03/1991,252.75
01/04/1991,257.25
02/04/1991,256.5
03/04/1991,257
04/04/1991,257
05/04/1991,258.25
08/04/1991,259
09/04/1991,255
10/04/1991,256.75
11/04/1991,257.25
12/04/1991,258.75
15/04/1991,257
16/04/1991,256.75
17/04/1991,254
18/04/1991,254
19/04/1991,256.75
22/04/1991,255
23/04/1991,256.5
24/04/1991,255.5
25/04/1991,257.05
26/04/1991,256.05
29/04/1991,252.6
30/04/1991,252.5
01/05/1991,252.5
02/05/1991,253.5
03/05/1991,254.25
06/05/1991,255.5
07/05/1991,253.75
08/05/1991,249
09/05/1991,249.75
10/05/1991,246.5
13/05/1991,245.25
14/05/1991,247.25
15/05/1991,245.5
16/05/1991,246.5
17/05/1991,246
20/05/1991,247.5
21/05/1991,250.75
22/05/1991,249.75
23/05/1991,251
24/05/1991,250.25
28/05/1991,246.75
29/05/1991,245
30/05/1991,243.5
31/05/1991,245.75
03/06/1991,249.75
04/06/1991,246.75
05/06/1991,245.75
06/06/1991,245
07/06/1991,245.75
10/06/1991,238.75
11/06/1991,236.75
12/06/1991,238.75
13/06/1991,240.75
14/06/1991,241.75
17/06/1991,238.25
18/06/1991,237.75
19/06/1991,241.25
20/06/1991,239
21/06/1991,234.75
24/06/1991,237.25
25/06/1991,237.35
26/06/1991,237.25
27/06/1991,232.35
28/06/1991,224.2
01/07/1991,229.25
02/07/1991,229
03/07/1991,229.25
05/07/1991,225.25
08/07/1991,219.5
09/07/1991,220.5
10/07/1991,223
11/07/1991,221.25
12/07/1991,224.25
15/07/1991,228
16/07/1991,238
17/07/1991,238.75
18/07/1991,232
19/07/1991,229
22/07/1991,236.75
23/07/1991,246.75
24/07/1991,244.75
25/07/1991,245.75
26/07/1991,249.5
29/07/1991,256.75
30/07/1991,253.5
31/07/1991,258
01/08/1991,262.5
02/08/1991,262.25
05/08/1991,252.25
06/08/1991,252.5
07/08/1991,248.5
08/08/1991,250
09/08/1991,250.75
12/08/1991,253
13/08/1991,251.25
14/08/1991,243.5
15/08/1991,246.5
16/08/1991,247.5
19/08/1991,237.5
20/08/1991,233.5
21/08/1991,243.5
22/08/1991,250.5
23/08/1991,249.5
26/08/1991,254.5
27/08/1991,252.5
28/08/1991,251.8
29/08/1991,250.3
30/08/1991,253.6
03/09/1991,254.25
04/09/1991,254.25
05/09/1991,252.75
06/09/1991,251
09/09/1991,250.25
10/09/1991,249.75
11/09/1991,252.25
12/09/1991,255.25
13/09/1991,254
16/09/1991,255.5
17/09/1991,255
18/09/1991,257
19/09/1991,253.5
20/09/1991,250
23/09/1991,248.75
24/09/1991,248.5
25/09/1991,247.25
26/09/1991,245.5
27/09/1991,246.25
30/09/1991,249.25
01/10/1991,254.75
02/10/1991,253.75
03/10/1991,251.25
04/10/1991,253.75
07/10/1991,252.25
08/10/1991,249.5
09/10/1991,248.75
10/10/1991,249.75
11/10/1991,249
14/10/1991,248.25
15/10/1991,246.25
16/10/1991,246
17/10/1991,248
18/10/1991,251.25
21/10/1991,250.5
22/10/1991,254.25
23/10/1991,252.75
24/10/1991,253.5
25/10/1991,250.5
28/10/1991,250.5
29/10/1991,253.25
30/10/1991,251.25
31/10/1991,251
01/11/1991,254
04/11/1991,251.75
05/11/1991,249.25
06/11/1991,246.5
07/11/1991,245
08/11/1991,245
11/11/1991,243
12/11/1991,243.25
13/11/1991,246
14/11/1991,244.25
15/11/1991,239.75
18/11/1991,242.25
19/11/1991,239.75
20/11/1991,241.75
21/11/1991,241.25
22/11/1991,240.5
25/11/1991,241.55
26/11/1991,243
27/11/1991,244.5
29/11/1991,245.75
02/12/1991,250
03/12/1991,248
04/12/1991,248.75
05/12/1991,248
06/12/1991,246.5
09/12/1991,247.5
10/12/1991,246.75
11/12/1991,247
12/12/1991,247.75
13/12/1991,252.75
16/12/1991,253.5
17/12/1991,253.25
18/12/1991,256
19/12/1991,253.25
20/12/1991,253.75
23/12/1991,254.75
24/12/1991,254
26/12/1991,255
27/12/1991,254.25
30/12/1991,251.75
31/12/1991,251.5
02/01/1992,250.5
03/01/1992,248.75
06/01/1992,249.75
07/01/1992,250
08/01/1992,253
09/01/1992,252.75
10/01/1992,252.75
13/01/1992,256.25
14/01/1992,259.25
15/01/1992,261.75
16/01/1992,259
17/01/1992,259.5
20/01/1992,261.25
21/01/1992,259.5
22/01/1992,260.75
23/01/1992,261
24/01/1992,263.75
27/01/1992,262
28/01/1992,264.25
29/01/1992,263.25
30/01/1992,263.5
31/01/1992,264.25
03/02/1992,267.75
04/02/1992,268.25
05/02/1992,267
06/02/1992,265.5
07/02/1992,264.75
10/02/1992,270.5
11/02/1992,261.75
12/02/1992,264.25
13/02/1992,263
14/02/1992,262.5
18/02/1992,263.75
19/02/1992,264.5
20/02/1992,264.25
21/02/1992,263.75
24/02/1992,263.5
25/02/1992,263.95
26/02/1992,263.95
27/02/1992,266.25
28/02/1992,271.75
02/03/1992,276
03/03/1992,275
04/03/1992,275
05/03/1992,275.25
06/03/1992,275.75
09/03/1992,278.75
10/03/1992,276
11/03/1992,275.5
12/03/1992,273.75
13/03/1992,271.5
16/03/1992,269.25
17/03/1992,270
18/03/1992,271.5
19/03/1992,271
20/03/1992,270.25
23/03/1992,271.25
24/03/1992,271.5
25/03/1992,270.25
26/03/1992,271.5
27/03/1992,270
30/03/1992,266.5
31/03/1992,264.25
01/04/1992,260
02/04/1992,259.25
03/04/1992,260.25
06/04/1992,262
07/04/1992,257.25
08/04/1992,253
09/04/1992,253.5
10/04/1992,253.5
15/04/1992,253.25
16/04/1992,253.5
20/04/1992,255.25
21/04/1992,256.5
22/04/1992,251.25
23/04/1992,252
24/04/1992,249.5
27/04/1992,247.9
28/04/1992,248.1
29/04/1992,248.25
30/04/1992,248.4
01/05/1992,253.25
04/05/1992,259.75
05/05/1992,257.75
06/05/1992,260
07/05/1992,263.25
08/05/1992,261.25
11/05/1992,258
12/05/1992,259.5
13/05/1992,261
14/05/1992,263.25
15/05/1992,261.75
18/05/1992,262.25
19/05/1992,254.25
20/05/1992,255
21/05/1992,252.25
22/05/1992,253
26/05/1992,256.25
27/05/1992,259
28/05/1992,257
29/05/1992,259.5
01/06/1992,258.75
02/06/1992,263
03/06/1992,262.75
04/06/1992,262.75
05/06/1992,258.75
08/06/1992,263.5
09/06/1992,264
10/06/1992,263.75
11/06/1992,261.75
12/06/1992,259.25
15/06/1992,247.5
16/06/1992,249.75
17/06/1992,251.5
18/06/1992,249.75
19/06/1992,251.25
22/06/1992,248
23/06/1992,251.25
24/06/1992,249.75
25/06/1992,254.35
26/06/1992,255.7
29/06/1992,253.5
30/06/1992,252.25
01/07/1992,257.75
02/07/1992,253.25
06/07/1992,244
07/07/1992,245
08/07/1992,242
09/07/1992,241.25
10/07/1992,241.25
13/07/1992,237.75
14/07/1992,234
15/07/1992,232.25
16/07/1992,230.75
17/07/1992,229
20/07/1992,226.5
21/07/1992,227
22/07/1992,225.75
23/07/1992,223.5
24/07/1992,221
27/07/1992,222.25
28/07/1992,223.25
29/07/1992,223.75
30/07/1992,221.75
31/07/1992,220.25
03/08/1992,219.5
04/08/1992,219.25
05/08/1992,217.75
06/08/1992,215.75
07/08/1992,212.25
10/08/1992,213.75
11/08/1992,216.5
12/08/1992,214.75
13/08/1992,217.75
14/08/1992,219.5
17/08/1992,223.25
18/08/1992,220
19/08/1992,218.25
20/08/1992,220
21/08/1992,222.75
24/08/1992,224.75
25/08/1992,226.25
26/08/1992,224.35
27/08/1992,220.4
28/08/1992,216.25
31/08/1992,217.55
01/09/1992,220
02/09/1992,221
03/09/1992,221.25
04/09/1992,222.25
08/09/1992,226
09/09/1992,222
10/09/1992,218.75
11/09/1992,218.75
14/09/1992,217.5
15/09/1992,221
16/09/1992,220.5
17/09/1992,217.25
18/09/1992,216
21/09/1992,216.25
22/09/1992,214.5
23/09/1992,213
24/09/1992,215.25
25/09/1992,216.25
28/09/1992,213.5
29/09/1992,215.5
30/09/1992,215.25
01/10/1992,213.75
02/10/1992,211.25
05/10/1992,210.25
06/10/1992,210.75
07/10/1992,210.75
08/10/1992,209
09/10/1992,208.25
12/10/1992,209.75
13/10/1992,210.25
14/10/1992,212
15/10/1992,210
16/10/1992,207.75
19/10/1992,208
20/10/1992,210.25
21/10/1992,207.75
22/10/1992,209.25
23/10/1992,206.75
26/10/1992,205.5
27/10/1992,205.5
28/10/1992,205
29/10/1992,206.75
30/10/1992,207.25
02/11/1992,211.25
03/11/1992,211
04/11/1992,207.75
05/11/1992,206.5
06/11/1992,208
09/11/1992,206.5
10/11/1992,206.5
11/11/1992,208.75
12/11/1992,210.25
13/11/1992,212.5
16/11/1992,211
17/11/1992,215.75
18/11/1992,215.25
19/11/1992,217.25
20/11/1992,213.75
23/11/1992,217.25
24/11/1992,218.45
25/11/1992,218.95
27/11/1992,218.85
30/11/1992,219.7
01/12/1992,219.75
02/12/1992,219.75
03/12/1992,220.75
04/12/1992,219.75
07/12/1992,218.75
08/12/1992,218.75
09/12/1992,219
10/12/1992,219.75
11/12/1992,222
14/12/1992,222.25
15/12/1992,222.5
16/12/1992,221.75
17/12/1992,220.5
18/12/1992,219.5
21/12/1992,219
22/12/1992,219
23/12/1992,219.75
24/12/1992,219.75
28/12/1992,219.25
29/12/1992,217.5
30/12/1992,216.25
31/12/1992,216.5
04/01/1993,215.75
05/01/1993,216.75
06/01/1993,217.75
07/01/1993,218.5
08/01/1993,218.5
11/01/1993,218.5
12/01/1993,221.25
13/01/1993,218.5
14/01/1993,217.5
15/01/1993,217
18/01/1993,218
19/01/1993,219.75
20/01/1993,218.5
21/01/1993,218.5
22/01/1993,218.5
25/01/1993,217.25
26/01/1993,216.5
27/01/1993,216.75
28/01/1993,215
29/01/1993,214.5
01/02/1993,213.5
02/02/1993,212.75
03/02/1993,213
04/02/1993,212.5
05/02/1993,212
08/02/1993,211.75
09/02/1993,213.5
10/02/1993,213.5
11/02/1993,212.5
12/02/1993,212.25
16/02/1993,212
17/02/1993,212.5
18/02/1993,212.75
19/02/1993,212.75
22/02/1993,211.75
23/02/1993,213.35
24/02/1993,214.95
25/02/1993,215.2
26/02/1993,217.65
01/03/1993,222
02/03/1993,222.5
03/03/1993,221.5
04/03/1993,222.25
05/03/1993,221.25
08/03/1993,221
09/03/1993,220.75
10/03/1993,222.25
11/03/1993,221
12/03/1993,219.5
15/03/1993,220.25
16/03/1993,221
17/03/1993,223.25
18/03/1993,225
19/03/1993,225.75
22/03/1993,224.75
23/03/1993,227.5
24/03/1993,228.75
25/03/1993,228.75
26/03/1993,228.75
29/03/1993,230.25
30/03/1993,230.25
31/03/1993,230.25
01/04/1993,230
02/04/1993,230.75
05/04/1993,229.75
06/04/1993,229.25
07/04/1993,231.5
08/04/1993,231.75
12/04/1993,233
13/04/1993,233
14/04/1993,231
15/04/1993,231.75
16/04/1993,227.75
19/04/1993,229.5
20/04/1993,231.25
21/04/1993,228
22/04/1993,226.25
23/04/1993,224.25
26/04/1993,225.5
27/04/1993,224
28/04/1993,225.25
29/04/1993,226.95
30/04/1993,231.6
03/05/1993,233.25
04/05/1993,231
05/05/1993,230.25
06/05/1993,231.5
07/05/1993,230.25
10/05/1993,227.5
11/05/1993,229
12/05/1993,232.75
13/05/1993,229.75
14/05/1993,228.75
17/05/1993,227.25
18/05/1993,229.25
19/05/1993,226.25
20/05/1993,228.25
21/05/1993,228.25
24/05/1993,227.25
25/05/1993,224.75
26/05/1993,226
27/05/1993,224.5
28/05/1993,224.5
01/06/1993,219.5
02/06/1993,219.25
03/06/1993,219
04/06/1993,219.25
07/06/1993,222
08/06/1993,220.25
09/06/1993,219.25
10/06/1993,217.5
11/06/1993,215
14/06/1993,214.5
15/06/1993,212.75
16/06/1993,213.5
17/06/1993,215
18/06/1993,216.25
21/06/1993,218
22/06/1993,218.5
23/06/1993,219.75
24/06/1993,220
25/06/1993,220.25
28/06/1993,221.4
29/06/1993,221.8
30/06/1993,227.75
01/07/1993,236.25
02/07/1993,238.5
06/07/1993,249.25
07/07/1993,247.75
08/07/1993,242.75
09/07/1993,241.5
12/07/1993,236
13/07/1993,235.25
14/07/1993,237.25
15/07/1993,235.25
16/07/1993,241.25
19/07/1993,243
20/07/1993,241.75
21/07/1993,240.5
22/07/1993,242.5
23/07/1993,244
26/07/1993,243.5
27/07/1993,244.5
28/07/1993,241.25
29/07/1993,239
30/07/1993,235.75
02/08/1993,240
03/08/1993,241.25
04/08/1993,241
05/08/1993,239.25
06/08/1993,241
09/08/1993,236.5
10/08/1993,238.75
11/08/1993,240.75
12/08/1993,237.75
13/08/1993,238.75
16/08/1993,236.5
17/08/1993,238
18/08/1993,236.5
19/08/1993,237.75
20/08/1993,236.75
23/08/1993,238.5
24/08/1993,237.25
25/08/1993,236.75
26/08/1993,234.2
27/08/1993,236.9
30/08/1993,237
31/08/1993,235.95
02/09/1993,235.25
03/09/1993,236.75
07/09/1993,233
08/09/1993,234.5
09/09/1993,235.75
10/09/1993,235
13/09/1993,238.75
14/09/1993,236.75
15/09/1993,238.75
16/09/1993,238.5
17/09/1993,243.75
20/09/1993,244.25
21/09/1993,242.75
22/09/1993,246
23/09/1993,248.75
24/09/1993,248.75
27/09/1993,246.25
28/09/1993,243.25
29/09/1993,240.75
30/09/1993,244.75
01/10/1993,242.75
04/10/1993,237
05/10/1993,236.5
06/10/1993,238.25
07/10/1993,241.5
08/10/1993,241.75
11/10/1993,244.5
12/10/1993,244.25
13/10/1993,249.25
14/10/1993,249
15/10/1993,248.75
18/10/1993,253
19/10/1993,254
20/10/1993,252.5
21/10/1993,255.75
22/10/1993,253.5
25/10/1993,256.5
26/10/1993,256
27/10/1993,254.75
28/10/1993,253.25
29/10/1993,257.75
01/11/1993,260.75
02/11/1993,262.75
03/11/1993,261.75
04/11/1993,264.5
05/11/1993,263.75
08/11/1993,260.75
09/11/1993,261.5
10/11/1993,273.5
11/11/1993,277.75
12/11/1993,277.75
15/11/1993,279
16/11/1993,279
17/11/1993,283.5
18/11/1993,282.75
19/11/1993,281.75
22/11/1993,278.25
23/11/1993,277.75
24/11/1993,280.45
26/11/1993,285.55
29/11/1993,286.45
30/11/1993,284.3
01/12/1993,285.75
02/12/1993,291
03/12/1993,291.25
06/12/1993,291.5
07/12/1993,294.75
08/12/1993,296.5
09/12/1993,295.25
10/12/1993,293.5
13/12/1993,291.25
14/12/1993,293.5
15/12/1993,293.5
16/12/1993,294.5
17/12/1993,296
20/12/1993,298.25
21/12/1993,298.75
22/12/1993,299.75
23/12/1993,299
27/12/1993,301.75
28/12/1993,302.75
29/12/1993,303.75
30/12/1993,306
03/01/1994,306.75
04/01/1994,306.25
05/01/1994,305.5
06/01/1994,308.5
07/01/1994,309
10/01/1994,303.75
11/01/1994,306
12/01/1994,304.75
13/01/1994,310
14/01/1994,310
17/01/1994,307.25
18/01/1994,301.25
19/01/1994,295.5
20/01/1994,297.75
21/01/1994,297.75
24/01/1994,300.5
25/01/1994,299.5
26/01/1994,299.5
27/01/1994,295
28/01/1994,290
31/01/1994,290.25
01/02/1994,290.5
02/02/1994,292.25
03/02/1994,291
04/02/1994,288.5
07/02/1994,291.5
08/02/1994,291.5
09/02/1994,295.5
10/02/1994,295
11/02/1994,298.25
14/02/1994,298
15/02/1994,293.5
16/02/1994,294.25
17/02/1994,288.25
18/02/1994,288.25
22/02/1994,289
23/02/1994,289
24/02/1994,289.35
25/02/1994,288.75
28/02/1994,292.1
01/03/1994,293.75
02/03/1994,291
03/03/1994,286
04/03/1994,286
07/03/1994,288.25
08/03/1994,283.25
09/03/1994,284
10/03/1994,281.75
11/03/1994,282
14/03/1994,287
15/03/1994,284.25
16/03/1994,286.25
17/03/1994,286
18/03/1994,286.75
21/03/1994,285.75
22/03/1994,282.75
23/03/1994,284
24/03/1994,285.5
25/03/1994,283.25
28/03/1994,286.5
29/03/1994,285
30/03/1994,284
31/03/1994,274.75
04/04/1994,272
05/04/1994,276.5
06/04/1994,277.75
07/04/1994,275
08/04/1994,274
11/04/1994,268.25
12/04/1994,269.75
13/04/1994,270.25
14/04/1994,265
15/04/1994,265
18/04/1994,261.75
19/04/1994,259.75
20/04/1994,260.5
21/04/1994,261.75
22/04/1994,259
25/04/1994,259.2
26/04/1994,262.1
28/04/1994,266.05
29/04/1994,271.4
02/05/1994,271.75
03/05/1994,264.75
04/05/1994,267.25
05/05/1994,258.25
06/05/1994,260
09/05/1994,257
10/05/1994,257.5
11/05/1994,258.5
12/05/1994,261.5
13/05/1994,261
16/05/1994,267.25
17/05/1994,267
18/05/1994,269.25
19/05/1994,268
20/05/1994,268.75
23/05/1994,275.25
24/05/1994,267.25
25/05/1994,266.75
26/05/1994,264.5
27/05/1994,266.75
31/05/1994,278.75
01/06/1994,281
02/06/1994,281
03/06/1994,273.5
06/06/1994,265.5
07/06/1994,268
08/06/1994,271.5
09/06/1994,271.25
10/06/1994,273.25
13/06/1994,274.75
14/06/1994,275.25
15/06/1994,280
16/06/1994,281.75
17/06/1994,283.25
